ml_schema_version,row_id,date,entry_time,exit_time,weekday,hour,minute,is_expiry_day,mode,trade_id,symbol,signal,trade_type,qty,entry_price,exit_price,premium_return_percent,gross_pnl,charges,buy_charges,sell_charges,buy_turnover,sell_turnover,net_pnl,net_pnl_per_qty,net_return_on_buy_turnover_percent,duration_seconds,exit_reason,exit_reason_class,trade_quality,entry_type,market_regime,premium_extension_percent,fake_breakout_probability,score,confidence,label_win,label_loss,label_big_loss,label_big_win
1.0,c2634498d2459294db854c191b9a4c116c366d6a,2026-05-19,12:48:41,12:51:35,1,12,48,0,PAPER,OK20260519124841,NIFTY19MAY2623750PE,PE,HALF,1430,51.65,54.1,4.7434656340755135,3503.500000000004,229.0216725325,56.860188461499995,172.161484071,73859.5,77363.0,3274.478327467504,2.2898449842430098,4.433388159231384,174,SL HIT,STOP_LOSS,UNSET,,,0.0,0.0,0.0,0.0,1,0,0,0
1.0,0f34d7444fc13a3c69bf671d6841fd323ff8c16c,2026-05-19,13:00:20,13:01:58,1,13,0,0,PAPER,OK20260519130020,NIFTY19MAY2623750PE,PE,HALF,1430,52.35,47.8,-8.69149952244509,-6506.500000000006,212.17230399650003,57.3109557785,154.86134821800002,74860.5,68354.0,-6718.672303996506,-4.698372240556997,-8.974923095619863,98,EARLY EXIT: premium failed 8.7% after 98s,EARLY_EXIT,UNSET,,,0.0,0.0,0.0,0.0,0,1,1,0
1.0,7fa4314df33e454e7a8a7c6e106d70432c8d47a6,2026-05-19,13:15:07,13:15:44,1,13,15,0,PAPER,OK20260519131507,NIFTY19MAY2623700PE,PE,HALF,2275,32.4,28.35,-12.499999999999991,-9213.749999999993,204.24611138125002,56.79286607,147.45324531125001,73710.0,64496.25,-9417.996111381242,-4.1397785104972495,-12.777094168201387,37,SL HIT,STOP_LOSS,UNSET,,,0.0,0.0,0.0,0.0,0,1,1,0
1.0,6a7d10632c93518551ba102100f63c53576bb015,2026-05-19,13:37:18,13:38:04,1,13,37,0,PAPER,OK20260519133718,NIFTY19MAY2623750PE,PE,HALF,1365,53.6,69.4,29.477611940298516,21567.000000000007,262.060542715,56.546992988,205.51354972700003,73164.0,94731.00000000001,21304.939457285007,15.608014254421251,29.119429579144125,46,TARGET HIT,TARGET,UNSET,,,0.0,0.0,0.0,0.0,1,0,0,1
1.0,d8e43062c35fcdef497e00e3520ee6537444abde,2026-05-19,13:42:59,13:45:19,1,13,42,0,PAPER,OK20260519134259,NIFTY19MAY2623750PE,PE,HALF,1365,59.2,64.85,9.543918918918905,7712.249999999988,253.57615705525,59.989216135999996,193.58694091925,80808.0,88520.24999999999,7458.673842944738,5.464229921571237,9.230118110762223,140,DAILY PROFIT FLOOR,PROFIT_FLOOR,UNSET,,,0.0,0.0,0.0,0.0,1,0,0,1
1.0,004095acf5cfe14a97866b049dc93483aa589ccd,2026-05-20,10:07:23,10:09:12,2,10,7,0,PAPER,OK20260520100723,NIFTY26MAY2623450PE,PE,HALF,390,211.3,212.9,0.7572172266919045,623.9999999999977,243.75511384600003,60.70927301900001,183.045840827,82407.0,83031.0,380.2448861539977,0.974986887574353,0.46142304191876626,109,DAILY PROFIT FLOOR,PROFIT_FLOOR,UNSET,,,0.0,0.0,0.0,0.0,1,0,0,0
1.0,40d7606b9403259ab9e4c714e874e6b8f46bc92a,2026-05-20,10:24:27,10:28:17,2,10,24,0,PAPER,OK20260520102427,NIFTY26MAY2623450PE,PE,HALF,390,218.6,199.9,-8.554437328453792,-7292.999999999995,235.301159155,61.991325518000004,173.309833637,85254.0,77961.0,-7528.301159154996,-19.30333630552563,-8.830437468218495,230,EARLY EXIT: premium failed 8.6% after 230s,EARLY_EXIT,UNSET,,,0.0,0.0,0.0,0.0,0,1,1,0
1.0,63f18e532d8af27f992b5a860480360504888289,2026-05-21,10:07:08,10:28:31,3,10,7,0,PAPER,OK20260521100708,NIFTY26MAY2623750PE,PE,HALF,455,173.75,159.6,-8.143884892086334,-6438.250000000003,222.24995323725,59.200373331250006,163.049579906,79056.25,72618.0,-6660.499953237253,-14.63846143568627,-8.425013775934543,1283,EARLY EXIT: premium failed 8.1% after 1282s,EARLY_EXIT,UNSET,,,0.0,0.0,0.0,0.0,0,1,1,0
1.0,cbcecc98e66c55f2e3ebc4a58806b2f0f035dd57,2026-05-21,10:35:03,10:41:22,3,10,35,0,PAPER,OK20260521103503,NIFTY26MAY2623750PE,PE,HALF,455,176.25,183.75,4.25531914893617,3412.5,243.8631121,59.71260891875,184.15050318125,80193.75,83606.25,3168.6368879,6.964037116263737,3.9512267326319073,379,SL HIT,STOP_LOSS,UNSET,,,0.0,0.0,0.0,0.0,1,0,0,0
1.0,2f122528e6d884af39f9eef464cff3744932cb5d,2026-05-21,10:54:06,10:56:37,3,10,54,0,PAPER,OK20260521105406,NIFTY26MAY2623700PE,PE,HALF,455,164.1,170.0,3.5953686776355918,2684.5000000000027,229.35966391350001,57.22314396350001,172.13651995,74665.5,77350.0,2455.140336086503,5.395912826563743,3.2881857565897272,151,SL HIT,STOP_LOSS,UNSET,,,0.0,0.0,0.0,0.0,1,0,0,0
1.0,103d6267fd5a478c4f908222dca54c539063603a,2026-05-21,12:17:12,12:19:45,3,12,17,0,PAPER,OK20260521121712,NIFTY26MAY2623700PE,PE,HALF,455,174.9,183.25,4.77415666094911,3799.2499999999973,243.14963276525,59.43600170150001,183.71363106375,79579.5,83378.75,3556.1003672347474,7.815605202713731,4.468613609327462,153,SL HIT,STOP_LOSS,UNSET,,,0.0,0.0,0.0,0.0,1,0,0,0
1.0,67bc867b0baf9b301166f29315f357256f85e471,2026-05-22,09:53:38,09:58:13,4,9,53,0,PAPER,OK20260522095338,NIFTY26MAY2623800CE,CE,HALF,520,143.0,149.45,4.510489510489502,3353.999999999994,229.921087458,57.08557212,172.835515338,74360.0,77714.0,3124.078912541994,6.007844062580758,4.201289554252279,275,SL HIT,STOP_LOSS,UNSET,,,0.0,0.0,0.0,0.0,1,0,0,0
1.0,d367b1e77228ef938b30f937d4a1d125f1050408,2026-05-22,11:28:59,11:31:25,4,11,28,0,PAPER,OK20260522112859,NIFTY26MAY2623750PE,PE,HALF,585,138.95,145.55,4.749910039582601,3861.000000000013,247.3131066025,60.20435508275,187.10875151975,81285.75,85146.75,3613.6868933975134,6.177242552816262,4.445658548266471,146,SL HIT,STOP_LOSS,UNSET,,,0.0,0.0,0.0,0.0,1,0,0,0
1.0,f1e986a9f260ada7d8900ce40320eb64ee90f484,2026-05-25,09:48:44,10:00:12,0,9,48,0,PAPER,OK20260525094844,NIFTY26MAY2623900PE,PE,HALF,585,85.7,78.5,-8.401400233372232,-4212.000000000002,157.962175069,46.1764176365,111.78575743250002,50134.5,45922.5,-4369.962175069002,-7.470020812083765,-8.716477026935546,688,EARLY EXIT: premium failed 8.4% after 687s,EARLY_EXIT,UNSET,,,0.0,0.0,0.0,0.0,0,1,1,0
1.0,4a3ffc393950196dd0badf061828fc58f9b2bc4b,2026-05-25,10:36:04,10:40:49,0,10,36,0,PAPER,OK20260525103604,NIFTY26MAY2624000CE,CE,HALF,520,97.05,100.65,3.7094281298299934,1872.0000000000045,170.431248868,46.325697721999994,124.10555114600001,50466.0,52338.0,1701.5687511320045,3.272247598330778,3.371713135837999,285,SL HIT,STOP_LOSS,UNSET,,,0.0,0.0,0.0,0.0,1,0,0,0
1.0,83085987e23816980d6358ec6ade25f010442a09,2026-05-25,10:45:57,10:58:54,0,10,45,0,PAPER,OK20260525104557,NIFTY26MAY2624000CE,CE,HALF,520,98.05,89.95,-8.2610912799592,-4211.999999999997,159.98076992,46.559862562,113.420907358,50986.0,46774.0,-4371.980769919997,-8.407655326769225,-8.574865198132816,777,EARLY EXIT: premium failed 8.3% after 776s,EARLY_EXIT,UNSET,,,0.0,0.0,0.0,0.0,0,1,1,0
1.0,d55e0c753158e73cfc930991b07f8324ce9be5ff,2026-05-25,11:13:08,11:21:29,0,11,13,0,PAPER,OK20260525111308,NIFTY26MAY2624000CE,CE,HALF,585,95.45,87.55,-8.276584599266638,-4621.500000000004,170.69730893500002,48.74491322525,121.95239570975001,55838.25,51216.75,-4792.197308935004,-8.191790271683768,-8.582284202916467,501,EARLY EXIT: premium failed 8.3% after 501s,EARLY_EXIT,UNSET,,,0.0,0.0,0.0,0.0,0,1,1,0
1.0,ba8e69a4655941bcff9664225e06396073e9aa41,2026-05-25,13:28:25,13:42:03,0,13,28,0,PAPER,OK20260525132825,NIFTY26MAY2624000CE,CE,HALF,585,85.8,77.45,-9.731934731934725,-4884.749999999996,156.80896389625002,46.202761181,110.60620271525,50193.0,45308.25,-5041.5589638962465,-8.618049510933755,-10.04434674934004,818,EARLY EXIT: premium failed 9.7% after 817s,EARLY_EXIT,UNSET,,,0.0,0.0,0.0,0.0,0,1,1,0
1.0,a4e456e10a83e39048272a38b418e7974ca88b39,2026-05-25,13:45:20,13:47:56,0,13,45,0,PAPER,OK20260525134520,NIFTY26MAY2623950PE,PE,HALF,650,79.25,72.85,-8.075709779179817,-4160.000000000004,161.328765205,46.796954462500004,114.5318107425,51512.5,47352.49999999999,-4321.328765205004,-6.6481981003153905,-8.388893501975256,156,EARLY EXIT: premium failed 8.1% after 155s,EARLY_EXIT,UNSET,,,0.0,0.0,0.0,0.0,0,1,1,0
1.0,64b7e42ac9b1bfd524e3712512cc2c97f4773724,2026-05-25,14:08:25,14:11:29,0,14,8,0,PAPER,OK20260525140825,NIFTY26MAY2623950PE,PE,HALF,715,78.8,72.0,-8.629441624365478,-4861.999999999998,171.42967957399998,48.971760414,122.45791915999999,56342.0,51480.0,-5033.429679573998,-7.0397617896139835,-8.933707854840081,184,EARLY EXIT: premium failed 8.6% after 184s,EARLY_EXIT,UNSET,,,0.0,0.0,0.0,0.0,0,1,1,0
1.0,d58370081c960e377cf3402ec5bf0ddc2421aa50,2026-05-27,10:16:52,10:38:16,2,10,16,0,PAPER,OK20260527101652,NIFTY02JUN2623950CE,CE,FULL,390,173.15,181.3,4.7069015304649175,3178.5000000000023,213.3890856535,54.0092315345,159.379854119,67528.5,70707.0,2965.1109143465023,7.602848498324365,4.390902973332004,1284,SL HIT,STOP_LOSS,UNSET,,,0.0,0.0,0.0,0.0,1,0,0,0
1.0,307c47a1fd2629a33810fb03b29b040cf2e17806,2026-05-27,11:09:22,11:22:50,2,11,9,0,PAPER,OK20260527110922,NIFTY02JUN2624000CE,CE,FULL,455,151.8,159.7,5.204216073781276,3594.4999999999895,217.8398992025,54.702944873,163.13695432949999,69069.0,72663.5,3376.6601007974896,7.421230990763713,4.888821469541313,808,SL HIT,STOP_LOSS,UNSET,,,0.0,0.0,0.0,0.0,1,0,0,0
1.0,1acb35616ba25470e3123e620a6cb582b27d6d68,2026-05-27,11:31:28,11:37:39,2,11,31,0,PAPER,OK20260527113128,NIFTY02JUN2624050CE,CE,FULL,520,135.65,122.7,-9.546627349797273,-6734.000000000002,201.48836641399998,55.364460546,146.12390586799998,70538.0,63804.0,-6935.488366414002,-13.337477627719235,-9.83227248633928,371,EARLY EXIT: premium failed 9.5% after 371s,EARLY_EXIT,UNSET,,,0.0,0.0,0.0,0.0,0,1,1,0
1.0,0f55ffb08efb0d029f3de546fef165e181669752,2026-05-27,14:14:58,14:24:06,2,14,14,0,PAPER,OK20260527141458,NIFTY02JUN2623850PE,PE,FULL,585,116.15,110.0,-5.2948773138183425,-3597.750000000003,201.37042588675,54.19802693675,147.17239895,67947.75,64350.0,-3799.1204258867533,-6.494222950233766,-5.591238011393686,548,REVERSAL EXIT: PE confirmed Supertrend flip + ORB fail + EMA21 loss,REVERSAL,UNSET,,,0.0,0.0,0.0,0.0,0,1,1,0
1.0,aed6774b30e585caa3afa08f615c88dd38d5ed1f,2026-05-27,14:37:13,14:38:51,2,14,37,0,PAPER,OK20260527143713,NIFTY02JUN2623800PE,PE,FULL,585,116.85,107.3,-8.172871202396232,-5586.749999999998,198.52168999674996,54.38243174825,144.13925824849997,68357.25,62770.5,-5785.271689996748,-9.889353316233757,-8.463289102467913,98,EARLY EXIT: premium failed 8.2% after 98s,EARLY_EXIT,UNSET,,,0.0,0.0,0.0,0.0,0,1,1,0
1.0,ce1dd08b8de3417421ea6249968b9666fe887b09,2026-05-29,09:56:54,10:00:01,4,9,56,0,PAPER,OK20260529095654,NIFTY02JUN2623850PE,PE,FULL,585,101.75,91.3,-10.270270270270274,-6113.250000000002,176.56964765725002,50.40455652875,126.16509112850001,59523.75,53410.5,-6289.819647657252,-10.751828457533763,-10.566907574971758,187,EARLY EXIT: premium failed 10.3% after 187s,EARLY_EXIT,UNSET,,,0.0,0.0,0.0,0.0,0,1,1,0
1.0,c0b2c92c53adf7840d076ba13fd5153a40ad65b4,2026-05-29,10:51:20,10:54:25,4,10,51,0,PAPER,OK20260529105120,NIFTY02JUN2623850PE,PE,FULL,650,92.1,94.0,2.0629750271444145,1235.0000000000036,191.48959590500004,50.558227205,140.93136870000004,59864.99999999999,61100.0,1043.5104040950037,1.605400621684621,1.7431059953144639,185,SL HIT,STOP_LOSS,UNSET,,,0.0,0.0,0.0,0.0,1,0,0,0
1.0,d554a87fa80694527df507100a7c22abd2d68b35,2026-05-29,11:28:22,11:39:14,4,11,28,0,PAPER,OK20260529112822,NIFTY02JUN2623850PE,PE,FULL,715,86.8,88.8,2.3041474654377883,1430.0,197.072340618,51.547573654,145.524766964,62062.0,63492.0,1232.927659382,1.724374348786014,1.9866063926106152,652,SL HIT,STOP_LOSS,UNSET,,,0.0,0.0,0.0,0.0,1,0,0,0
1.0,08b1c6a6a2b84b238dad576ff9b556d6761e104c,2026-05-29,14:56:58,14:59:22,4,14,56,0,PAPER,OK20260529145658,NIFTY02JUN2623750PE,PE,FULL,520,112.5,118.50003645631924,5.333365738950432,3120.0189572860027,191.8735144439986,49.94354450000001,141.9299699439986,58500.0,61620.018957286,2928.145442842004,5.631048928542315,5.005376825370947,144,SL HIT,STOP_LOSS,UNSET,,,0.0,0.0,0.0,0.0,1,0,0,0
1.0,d819b5afcc00cc149e28323bc424fc921de184ce,2026-06-01,11:35:06,11:38:11,0,11,35,0,PAPER,OK20260601113506,NIFTY02JUN2623500PE,PE,FULL,910,67.85,61.7435,-8.999999999999996,-5556.914999999997,182.90020203694496,51.40414768949999,131.49605434744498,61743.49999999999,56186.585,-5739.8152020369425,-6.3074892330076295,-9.296225840836597,185,SL HIT,STOP_LOSS,UNSET,,,0.0,0.0,0.0,0.0,0,1,1,0
1.0,8b8c78754b49220fbf61021468c32e50acd91705,2026-06-01,11:57:50,12:00:23,0,11,57,0,PAPER,OK20260601115750,NIFTY02JUN2623500PE,PE,FULL,845,72.7,87.107,19.81705639614855,12173.914999999997,216.20937850205502,51.263648785499996,164.945729716555,61431.5,73605.415,11957.705621497942,14.151130913015317,19.46510441955339,153,SL HIT,STOP_LOSS,UNSET,,,0.0,0.0,0.0,0.0,1,0,0,1
1.0,b90374bab31c7e6d36efe9b1ad04560d9cd93621,2026-06-01,12:00:48,12:06:42,0,12,0,0,PAPER,OK20260601120048,NIFTY02JUN2623450PE,PE,FULL,910,72.15,65.65650000000001,-8.999999999999995,-5909.084999999997,191.50021484105503,53.166238110500004,138.333976730555,65656.5,59747.41500000001,-6100.585214841052,-6.703939796528629,-9.291669849658529,354,SL HIT,STOP_LOSS,UNSET,,,0.0,0.0,0.0,0.0,0,1,1,0
1.0,2f281b09b052781c38c8b848571ed1f32c8f5305,2026-06-01,14:07:49,14:32:41,0,14,7,0,PAPER,OK20260601140749,NIFTY02JUN2623400PE,PE,FULL,845,68.7,83.9,22.125181950509464,12844.000000000002,209.48341119900002,49.7415773255,159.7418338735,58051.5,70895.5,12634.516588801001,14.95209063763432,21.76432407224792,1492,DAILY PROFIT FLOOR,PROFIT_FLOOR,UNSET,,,0.0,0.0,0.0,0.0,1,0,0,1
1.0,88c63fc843c4841daa575eec66f05cbbcca56c9e,2026-06-01,14:51:51,14:53:27,0,14,51,0,PAPER,OK20260601145151,NIFTY02JUN2623350PE,PE,FULL,1170,58.85,63.75,8.326253186066268,5732.999999999998,221.43799611400004,54.6063518765,166.83164423750003,68854.5,74587.5,5511.562003885998,4.710736755458118,8.00465039160258,96,DAILY PROFIT FLOOR,PROFIT_FLOOR,UNSET,,,0.0,0.0,0.0,0.0,1,0,0,1
1.0,a8693555ce5dd1f55765893ad2177e34b097c0fa,2026-06-01,14:57:47,14:58:53,0,14,57,0,PAPER,OK20260601145747,NIFTY02JUN2623350PE,PE,FULL,1235,60.15,63.25,5.1537822111388225,3828.500000000002,230.65507298300003,57.05191092425001,173.60316205875,74285.25,78113.75,3597.8449270170017,2.91323475871822,4.843283056888146,66,DAILY PROFIT FLOOR,PROFIT_FLOOR,UNSET,,,0.0,0.0,0.0,0.0,1,0,0,0
1.0,eaa1f50f7f86626e2b338f8d9ec9091d666672fc,2026-06-02,09:55:06,09:57:37,1,9,55,0,PAPER,OK20260602095506,NIFTY02JUN2623300CE,CE,FULL,390,60.05,60.93039693892563,1.466106476145937,343.35480618099774,103.37841303434107,34.1461989815,69.23221405284107,23419.5,23762.854806180996,239.97639314665668,0.6153240849914273,1.0246862364553329,151,SL HIT,STOP_LOSS,UNSET,,,0.0,0.0,0.0,0.0,1,0,0,0
1.0,ee95f6e7c697003cafaac22e84625755570cffbd,2026-06-02,10:22:08,10:24:28,1,10,22,0,PAPER,OK20260602102208,NIFTY02JUN2623300CE,CE,FULL,390,58.8,87.958,49.58843537414966,9985.56,167.93881951051998,70.08262095437499,97.856198556145,22932.0,32917.56,9817.621180489481,25.17338764228072,42.811883745375376,140,SL HIT (partial included),STOP_LOSS,UNSET,,,0.0,0.0,0.0,0.0,1,0,0,1
1.0,6008e4a321a1010f291118300cbd350390c5ccad,2026-06-02,10:41:50,10:45:17,1,10,41,0,PAPER,OK20260602104150,NIFTY02JUN2623350CE,CE,FULL,390,54.7,49.777,-9.000000000000002,-1919.9700000000007,94.08578409150999,33.206612561,60.87917153051,21333.0,19413.03,-2014.0557840915108,-5.164245600234643,-9.441034004085271,207,SL HIT,STOP_LOSS,UNSET,,,0.0,0.0,0.0,0.0,0,1,1,0
1.0,ca28b6310a12bad6095a8384392edb7c104f8ffb,2026-06-02,12:42:49,12:48:26,1,12,42,0,PAPER,OK20260602124249,NIFTY02JUN2623300CE,CE,FULL,260,70.45,143.20950000000002,103.278211497516,12416.235000000002,161.66601012449502,65.01962275275001,96.64638737174502,18317.0,30733.235000000004,12254.568989875508,47.13295765336734,66.90270781173504,337,SL HIT (partial included),STOP_LOSS,UNSET,,,0.0,0.0,0.0,0.0,1,0,0,1
1.0,91d1a7530b71fdf2bd657a9e1ebcd04e5e522862,2026-06-02,15:17:36,15:25:03,1,15,17,0,PAPER,OK20260602151736,NIFTY02JUN2623400CE,CE,FULL,455,89.0,86.1,-3.258426966292141,-1319.5000000000025,140.6649655485,41.835586915,98.8293786335,40495.0,39175.5,-1460.1649655485026,-3.209153770436269,-3.605790753299179,447,EOD FORCE EXIT,TIME_EXIT,UNSET,,,0.0,0.0,0.0,0.0,0,1,0,0
1.0,092fde1fdbc4b29556ea0f4604cef0f3f0c79405,2026-06-03,09:55:55,10:21:10,2,9,55,0,PAPER,OK20260603095555,NIFTY30JUN2623200PE,PE,FULL,195,344.95,329.0,-4.623858530221768,-3110.2499999999977,200.68862271925002,53.89068558425,146.797937135,67265.25,64155.0,-3310.9386227192476,-16.97917242420127,-4.9222126175391425,1515,REVERSAL EXIT: PE confirmed 3 green candles + VWAP loss,REVERSAL,UNSET,,,0.0,0.0,0.0,0.0,0,1,0,0
1.0,3d1e38d2d1acdcbbaa5f0a949b15750f16b9f7a8,2026-06-03,11:01:07,12:26:37,2,11,1,0,PAPER,OK20260603110107,NIFTY30JUN2623200PE,PE,FULL,195,355.0,359.7036219067013,1.324963917380648,917.2062718067536,213.0684654462571,54.773194325,158.29527112125712,69225.0,70142.20627180676,704.1378063604966,3.610963109541008,1.01717270691296,5130,SL HIT,STOP_LOSS,UNSET,,,0.0,0.0,0.0,0.0,1,0,0,0
1.0,5d5601739f32d83778357bfeddd567618ac06901,2026-06-05,13:24:16,13:25:58,4,13,24,0,PAPER,OK20260605132416,NIFTY09JUN2623300PE,PE,FULL,65,117.75,119.95161510625384,1.8697368205977407,143.10498190649957,65.61904690703973,27.04661373875,38.572433168289734,7653.75,7796.854981906499,77.48593499945984,1.1920913076839976,1.012391768733756,102,SL HIT,STOP_LOSS,UNSET,,,0.0,0.0,0.0,0.0,1,0,0,0
1.0,6b116182d0b384857797bf98c6c861252a62431c,2026-06-05,14:18:23,14:24:25,4,14,18,0,PAPER,OK20260605141823,NIFTY09JUN2623300PE,PE,FULL,65,129.65,117.98150000000001,-8.999999999999995,-758.4524999999996,65.7214561470575,27.39493393825,38.3265222088075,8427.25,7668.797500000001,-824.1739561470572,-12.67959932533934,-9.779868357377048,362,SL HIT,STOP_LOSS,UNSET,,,0.0,0.0,0.0,0.0,0,1,1,0
1.0,2b0a0932e4ce167d8a372545f78ebc302d89a0a2,2026-06-08,09:57:12,10:00:51,0,9,57,0,LIVE,OK20260608095712,NIFTY09JUN2623200CE,CE,FULL,65,125.15,124.55,-0.47942469037156094,-39.000000000000554,66.4096225685,27.263216215750003,39.14640635275,8134.75,8095.75,-105.40962256850055,-1.6216865010538546,-1.2957942477457887,219,SL HIT,STOP_LOSS,UNSET,,,0.0,0.0,0.0,0.0,0,1,0,0
1.0,766c56a6b69ee6180508768991c8e6d6a536c60e,2026-06-08,10:33:27,10:42:19,0,10,33,0,LIVE,OK20260608103327,NIFTY09JUN2623250CE,CE,FULL,65,105.6,107.0,1.3257575757575812,91.00000000000037,63.646780623,26.690975887999997,36.955804735,6864.0,6955.0,27.35321937700037,0.42081875964615956,0.3985026133012875,532,SL HIT,STOP_LOSS,UNSET,,,0.0,0.0,0.0,0.0,1,0,0,0
1.0,7f04c081105cdaafa1ecadae507be1db9d27c0ba,2026-06-08,12:20:43,12:53:34,0,12,20,0,LIVE,OK20260608122043,NIFTY09JUN2623250CE,CE,FULL,65,104.6,124.1,18.64244741873805,1267.5,65.7519423635,26.661705283000003,39.0902370805,6799.0,8066.5,1201.7480576365,18.488431655946155,17.67536487184145,1971,SL HIT,STOP_LOSS,UNSET,,,0.0,0.0,0.0,0.0,1,0,0,1
1.0,f7363ca11b4aa170776ebc3cded1814574465634,2026-06-09,09:50:37,09:51:11,1,9,50,0,LIVE,OK20260609095037,NIFTY09JUN2623200PE,PE,FULL,65,61.0,52.15,-14.508196721311478,-575.2500000000001,55.494901455749996,25.385506905000003,30.109394550749997,3965.0,3389.75,-630.7449014557501,-9.703767714703847,-15.907815925744012,34,SL HIT,STOP_LOSS,UNSET,,,0.0,0.0,0.0,0.0,0,1,1,0
